Time	GateI	GateV	DrainI	Vref
4.6600015E+02	-8.0060600E-07	-7.5000000E-01	7.2112700E-07	-7.9989500E-01
4.6800029E+02	-7.8346600E-07	-7.5000000E-01	7.0331300E-07	-8.0138390E-01
4.7000007E+02	-7.6701700E-07	-7.5000000E-01	6.8710900E-07	-8.0274590E-01
4.7200020E+02	-7.5352800E-07	-7.5000000E-01	6.7319000E-07	-8.0399030E-01
4.7400043E+02	-7.3982600E-07	-7.5000000E-01	6.5903800E-07	-8.0513270E-01
4.7600040E+02	-7.3089800E-07	-7.5000000E-01	6.5067200E-07	-8.0613520E-01
4.7800044E+02	-7.1676600E-07	-7.5000000E-01	6.3593400E-07	-8.0711580E-01
4.8000057E+02	-1.4407500E-06	-8.0000000E-01	1.4043300E-06	-8.0802690E-01
4.8200046E+02	-1.2135100E-06	-8.0000000E-01	1.1340200E-06	-8.1951060E-01
4.8400031E+02	-1.1522100E-06	-8.0000000E-01	1.0703000E-06	-8.2316170E-01
4.8600017E+02	-1.1084500E-06	-8.0000000E-01	1.0268200E-06	-8.2601600E-01
4.8800041E+02	-1.0719300E-06	-8.0000000E-01	9.9090200E-07	-8.2837920E-01
4.9000037E+02	-1.0448200E-06	-8.0000000E-01	9.6107600E-07	-8.3040440E-01
4.9200025E+02	-1.0176800E-06	-8.0000000E-01	9.3595700E-07	-8.3214550E-01
4.9400017E+02	-9.9699000E-07	-8.0000000E-01	9.1389100E-07	-8.3367230E-01
4.9600010E+02	-9.7693900E-07	-8.0000000E-01	8.9418700E-07	-8.3502320E-01
4.9800053E+02	-9.6087200E-07	-8.0000000E-01	8.7729900E-07	-8.3623120E-01
5.0000022E+02	-9.4642700E-07	-8.0000000E-01	8.6100100E-07	-8.3731350E-01
5.0200101E+02	-9.3059400E-07	-8.0000000E-01	8.4739300E-07	-8.3829950E-01
5.0400032E+02	-9.1887300E-07	-8.0000000E-01	8.3472300E-07	-8.3919140E-01
5.0600025E+02	-9.0733900E-07	-8.0000000E-01	8.2228900E-07	-8.4001880E-01
5.0800011E+02	-8.9642000E-07	-8.0000000E-01	8.1147900E-07	-8.4076730E-01
5.1000024E+02	-8.8648200E-07	-8.0000000E-01	8.0278300E-07	-8.4145850E-01
5.1200040E+02	-8.7687900E-07	-8.0000000E-01	7.9133500E-07	-8.4210330E-01
5.1400042E+02	-8.6915200E-07	-8.0000000E-01	7.8505300E-07	-8.4270060E-01
5.1600045E+02	-8.6127100E-07	-8.0000000E-01	7.7781500E-07	-8.4324820E-01
5.1800009E+02	-8.5451700E-07	-8.0000000E-01	7.6798700E-07	-8.4377110E-01
5.2000003E+02	-8.4558500E-07	-8.0000000E-01	7.6130700E-07	-8.4425350E-01
5.2200049E+02	-8.3996800E-07	-8.0000000E-01	7.5541300E-07	-8.4471210E-01
5.2400033E+02	-8.3321600E-07	-8.0000000E-01	7.4810100E-07	-8.4515020E-01
5.2600035E+02	-8.2724200E-07	-8.0000000E-01	7.4284400E-07	-8.4555360E-01
5.2800043E+02	-8.2192200E-07	-8.0000000E-01	7.3695400E-07	-8.4594350E-01
5.3000030E+02	-8.1540200E-07	-8.0000000E-01	7.3121500E-07	-8.4631060E-01
5.3200096E+02	-8.1111800E-07	-8.0000000E-01	7.2526700E-07	-8.4666370E-01
5.3400039E+02	-8.0603300E-07	-8.0000000E-01	7.2023200E-07	-8.4699330E-01
5.3600019E+02	-7.9933300E-07	-8.0000000E-01	7.1495600E-07	-8.4731840E-01
5.3800008E+02	-7.9641000E-07	-8.0000000E-01	7.1135000E-07	-8.4762500E-01
5.4000006E+02	-3.0185800E-07	-7.5000000E-01	1.9578100E-07	-8.4791390E-01
5.4200048E+02	-4.4252100E-07	-7.5000000E-01	3.5722400E-07	-8.4088930E-01
5.4400033E+02	-4.5677000E-07	-7.5000000E-01	3.7361600E-07	-8.3909920E-01
5.4600007E+02	-4.6530100E-07	-7.5000000E-01	3.8009600E-07	-8.3765180E-01
5.4800045E+02	-4.6936500E-07	-7.5000000E-01	3.8735700E-07	-8.3642490E-01
5.5000011E+02	-4.7613800E-07	-7.5000000E-01	3.9347600E-07	-8.3538000E-01
5.5200035E+02	-4.8069500E-07	-7.5000000E-01	3.9469400E-07	-8.3449170E-01
5.5400054E+02	-4.8370200E-07	-7.5000000E-01	3.9909700E-07	-8.3372350E-01
5.5600033E+02	-4.8670700E-07	-7.5000000E-01	4.0263300E-07	-8.3305280E-01
5.5800045E+02	-4.8841100E-07	-7.5000000E-01	4.0452800E-07	-8.3247070E-01
5.6000041E+02	-4.9023900E-07	-7.5000000E-01	4.0602100E-07	-8.3196310E-01
5.6200033E+02	-4.9293900E-07	-7.5000000E-01	4.0773000E-07	-8.3151880E-01
5.6400012E+02	-4.9309400E-07	-7.5000000E-01	4.0828300E-07	-8.3112750E-01
5.6600159E+02	-4.9287500E-07	-7.5000000E-01	4.0988100E-07	-8.3078000E-01
5.6800009E+02	-4.9421000E-07	-7.5000000E-01	4.1052500E-07	-8.3048270E-01
5.7000037E+02	-6.7771400E-08	-7.0000000E-01	-1.5492900E-07	-8.3020940E-01
5.7200012E+02	-2.4363800E-07	-7.0000000E-01	1.7760400E-07	-8.2400150E-01
5.7400006E+02	-2.7591900E-07	-7.0000000E-01	1.9108300E-07	-8.2236830E-01
5.7600033E+02	-2.8166800E-07	-7.0000000E-01	1.9999800E-07	-8.2088940E-01
